date,electricity_consumption,water_consumption
2030-03-16,120.64,58.87
2030-03-17,116.63,52.3
2030-03-18,118.64,58.63
2030-03-19,127.0,57.6
2030-03-20,126.08,54.81
2030-03-21,130.64,53.67
2030-03-22,124.55,59.26
2030-03-23,123.86,57.08
2030-03-24,115.63,54.12
2030-03-25,121.14,57.16
2030-03-26,130.85,60.16
2030-03-27,131.75,60.25
2030-03-28,128.61,58.64
2030-03-29,127.45,57.47
2030-03-30,117.81,56.97
2030-03-31,119.48,54.26
2030-04-01,124.21,58.49
2030-04-02,137.23,64.45
2030-04-03,129.42,61.56
2030-04-04,125.82,58.65
2030-04-05,125.9,61.78
2030-04-06,122.96,60.35
2030-04-07,118.2,55.74
2030-04-08,120.21,58.98
2030-04-09,128.59,58.18
2030-04-10,126.93,60.16
2030-04-11,131.76,60.67
2030-04-12,133.86,56.41
2030-04-13,127.78,58.96
2030-04-14,121.75,56.3
2030-04-15,121.95,55.01
2030-04-16,133.58,60.68
2030-04-17,134.63,56.6
2030-04-18,128.48,60.26
2030-04-19,131.79,63.18
2030-04-20,129.35,58.05
2030-04-21,121.09,58.09
2030-04-22,121.06,62.08
2030-04-23,134.19,58.42
2030-04-24,129.27,66.24
2030-04-25,138.54,60.26
2030-04-26,136.71,61.46
2030-04-27,123.84,56.1
2030-04-28,118.48,58.41
2030-04-29,120.01,60.72
2030-04-30,127.3,62.55
2030-05-01,131.29,61.58
2030-05-02,134.76,61.32
2030-05-03,130.63,62.8
2030-05-04,130.51,59.23
2030-05-05,119.94,59.21
2030-05-06,122.42,62.62
2030-05-07,136.9,59.18
2030-05-08,132.65,65.03
2030-05-09,138.11,62.26
2030-05-10,135.82,65.64
2030-05-11,132.38,63.92
2030-05-12,124.2,64.36
2030-05-13,127.33,65.92
2030-05-14,138.86,63.66
2030-05-15,136.72,61.94
2030-05-16,135.08,64.72
2030-05-17,134.81,64.77
2030-05-18,132.68,61.13
2030-05-19,122.11,58.76
2030-05-20,133.56,67.08
2030-05-21,136.17,64.69
2030-05-22,131.79,63.81
2030-05-23,135.86,65.85
2030-05-24,141.31,68.46
2030-05-25,137.0,64.28
2030-05-26,122.76,60.22
2030-05-27,131.75,63.13
2030-05-28,142.27,64.89
2030-05-29,141.25,63.83
2030-05-30,142.15,65.27
2030-05-31,137.61,63.27
2030-06-01,133.66,62.3
2030-06-02,117.63,63.71
2030-06-03,125.42,60.53
2030-06-04,129.16,65.49
2030-06-05,140.05,63.41
2030-06-06,140.71,63.07
2030-06-07,139.93,62.26
2030-06-08,136.97,66.78
2030-06-09,134.95,61.68
2030-06-10,137.02,62.37
2030-06-11,146.53,67.13
2030-06-12,141.68,66.89
2030-06-13,143.96,65.03
2030-06-14,142.88,68.0
2030-06-15,135.51,64.18
2030-06-16,132.68,61.25
2030-06-17,139.36,64.99
2030-06-18,144.84,65.25
2030-06-19,135.98,62.85
2030-06-20,134.3,60.5
2030-06-21,134.26,61.02
2030-06-22,130.7,57.88
2030-06-23,125.33,57.34
2030-06-24,135.97,62.05
2030-06-25,140.74,67.12
2030-06-26,140.58,63.78
2030-06-27,142.78,68.95
2030-06-28,141.53,67.11
2030-06-29,138.08,62.74
2030-06-30,129.64,61.49
2030-07-01,132.65,64.65
2030-07-02,145.37,66.99
2030-07-03,138.74,65.05
2030-07-04,137.24,65.73
2030-07-05,144.55,65.45
2030-07-06,139.4,64.78
2030-07-07,131.06,61.57
2030-07-08,131.31,62.61
2030-07-09,134.86,68.37
2030-07-10,143.45,65.37
2030-07-11,136.53,67.75
2030-07-12,140.4,64.51
2030-07-13,133.32,60.8
2030-07-14,125.95,57.81
2030-07-15,133.74,62.55
2030-07-16,141.76,68.29
2030-07-17,120.51,61.33
2030-07-18,122.15,59.97
2030-07-19,124.21,57.93
2030-07-20,135.37,61.66
2030-07-21,123.43,61.76
2030-07-22,132.39,61.42
2030-07-23,139.9,64.63
2030-07-24,136.69,59.96
2030-07-25,120.57,52.04
2030-07-26,117.18,55.05
2030-07-27,116.32,50.15
2030-07-28,124.43,57.94
2030-07-29,122.83,59.47
2030-07-30,128.21,61.84
2030-07-31,128.91,60.52
2030-08-01,132.62,60.31
2030-08-02,131.56,62.0
2030-08-03,125.24,60.51
2030-08-04,119.78,53.62
2030-08-05,117.97,57.26
2030-08-06,136.21,60.2
2030-08-07,129.18,60.4
2030-08-08,125.52,59.2
2030-08-09,141.6,68.4
2030-08-10,132.52,65.11
2030-08-11,130.24,61.88
2030-08-12,118.6,55.22
2030-08-13,125.66,55.22
2030-08-14,125.75,56.71
2030-08-15,120.29,57.76
2030-08-16,129.19,54.69
2030-08-17,116.63,55.01
2030-08-18,115.46,49.52
2030-08-19,112.48,54.19
2030-08-20,118.73,57.13
2030-08-21,121.06,55.07
2030-08-22,115.95,56.25
2030-08-23,120.32,53.53
2030-08-24,115.72,52.39
2030-08-25,109.24,51.47
2030-08-26,107.38,51.43
2030-08-27,118.52,56.53
2030-08-28,120.41,52.49
2030-08-29,118.84,57.28
2030-08-30,116.52,53.35
2030-08-31,108.85,48.59
2030-09-01,107.27,48.59
2030-09-02,110.35,50.78
2030-09-03,115.63,48.52
2030-09-04,112.4,53.21
2030-09-05,109.4,51.74
2030-09-06,118.04,52.14
2030-09-07,113.74,49.84
2030-09-08,108.23,48.68
2030-09-09,109.97,50.01
2030-09-10,107.92,51.34
2030-09-11,116.98,50.13
2030-09-12,111.15,51.86
2030-09-13,110.33,54.71
2030-09-14,109.23,52.61
2030-09-15,105.26,48.53
2030-09-16,102.01,50.14
2030-09-17,112.57,50.04
2030-09-18,112.84,47.48
2030-09-19,112.37,49.84
2030-09-20,113.99,54.66
2030-09-21,110.29,47.16
2030-09-22,101.48,47.4
2030-09-23,101.75,46.05
2030-09-24,111.22,48.42
2030-09-25,111.1,52.87
2030-09-26,105.2,49.5
2030-09-27,112.12,49.93
2030-09-28,103.59,49.5
2030-09-29,105.81,43.78
2030-09-30,102.25,48.23
2030-10-01,113.26,48.9
2030-10-02,107.66,52.26
2030-10-03,108.98,50.71
2030-10-04,106.65,48.59
2030-10-05,100.01,46.54
2030-10-06,101.63,42.88
2030-10-07,105.78,47.53
2030-10-08,112.01,49.17
2030-10-09,106.51,52.3
2030-10-10,112.3,50.06
2030-10-11,116.25,49.01
2030-10-12,104.02,49.09
2030-10-13,101.54,45.27
2030-10-14,98.68,49.77
2030-10-15,111.69,48.35
2030-10-16,110.5,52.94
2030-10-17,113.01,52.94
2030-10-18,107.2,48.26
2030-10-19,106.9,49.72
2030-10-20,105.25,49.06
2030-10-21,102.08,45.64
2030-10-22,112.62,51.75
2030-10-23,112.87,49.8
2030-10-24,129.3,50.53
2030-10-25,130.91,55.54
2030-10-26,120.46,49.93
2030-10-27,109.68,49.67
2030-10-28,105.05,47.87
2030-10-29,118.41,53.7
2030-10-30,112.44,53.12
2030-10-31,114.9,54.49
2030-11-01,117.66,53.35
2030-11-02,108.96,48.03
2030-11-03,110.42,50.86
2030-11-04,111.03,47.76
2030-11-05,115.77,51.66
2030-11-06,119.3,53.02
2030-11-07,119.42,49.1
2030-11-08,116.95,53.42
2030-11-09,108.0,53.78
2030-11-10,112.21,57.79
2030-11-11,117.64,55.29
2030-11-12,126.59,57.88
2030-11-13,120.72,55.46
2030-11-14,123.75,50.86
2030-11-15,121.31,52.34
2030-11-16,114.22,55.11
2030-11-17,110.5,52.99
2030-11-18,114.41,49.77
2030-11-19,125.41,57.45
2030-11-20,123.48,55.38
2030-11-21,125.66,54.44
2030-11-22,124.69,64.79
2030-11-23,126.47,58.7
2030-11-24,122.24,65.58
2030-11-25,121.73,56.02
2030-11-26,127.68,56.99
2030-11-27,127.91,58.5
2030-11-28,128.02,56.37
2030-11-29,121.62,57.58
2030-11-30,122.32,51.81
2030-12-01,115.21,53.45
2030-12-02,119.69,49.78
2030-12-03,130.73,57.15
2030-12-04,136.86,54.48
2030-12-05,129.78,55.96
2030-12-06,128.99,59.47
2030-12-07,127.36,54.63
2030-12-08,121.47,52.52
2030-12-09,125.42,55.81
2030-12-10,130.83,54.43
2030-12-11,132.96,61.3
2030-12-12,128.05,58.71
2030-12-13,130.06,58.54
2030-12-14,129.56,55.07
2030-12-15,122.34,54.83
2030-12-16,130.39,55.81
2030-12-17,135.91,60.49
2030-12-18,140.78,59.41
2030-12-19,129.11,57.8
2030-12-20,136.93,57.49
2030-12-21,132.98,55.59
2030-12-22,126.29,53.82
2030-12-23,129.37,57.0
2030-12-24,140.3,56.07
2030-12-25,139.4,60.06
2030-12-26,133.83,62.81
2030-12-27,142.19,56.96
2030-12-28,128.35,59.83
2030-12-29,128.95,58.64
2030-12-30,132.03,58.24
2030-12-31,105.29,53.99
2031-01-01,114.13,49.67
2031-01-02,114.59,49.38
2031-01-03,108.02,51.22
2031-01-04,103.48,49.98
2031-01-05,103.9,48.48
2031-01-06,106.7,49.51
2031-01-07,112.37,48.31
2031-01-08,121.39,56.48
2031-01-09,113.8,52.56
2031-01-10,113.72,58.73
2031-01-11,119.46,55.0
2031-01-12,118.66,50.19
2031-01-13,99.6,51.26
2031-01-14,110.13,52.15
2031-01-15,117.16,57.04
2031-01-16,125.45,57.29
2031-01-17,118.17,57.28
2031-01-18,124.04,53.71
2031-01-19,134.36,51.39
2031-01-20,125.53,52.56
2031-01-21,129.28,54.6
2031-01-22,117.1,56.93
2031-01-23,119.84,52.52
2031-01-24,117.16,59.05
2031-01-25,122.8,54.4
2031-01-26,116.04,54.81
2031-01-27,110.15,52.24
2031-01-28,100.15,49.2
2031-01-29,111.56,46.19
2031-01-30,110.04,47.4
2031-01-31,119.89,54.65
2031-02-01,117.65,54.11
2031-02-02,111.66,53.21
2031-02-03,108.45,50.76
2031-02-04,112.36,54.05
2031-02-05,123.35,57.63
2031-02-06,115.64,57.02
2031-02-07,120.88,53.55
2031-02-08,125.62,52.36
2031-02-09,110.46,56.43
2031-02-10,116.7,51.86
2031-02-11,112.92,55.05
2031-02-12,126.47,54.99
2031-02-13,121.88,51.89
2031-02-14,118.63,55.25
2031-02-15,123.25,55.8
2031-02-16,118.32,51.76
2031-02-17,117.96,52.13
2031-02-18,117.04,53.37
2031-02-19,126.84,56.36
2031-02-20,120.33,57.21
2031-02-21,120.38,56.68
2031-02-22,121.9,57.27
2031-02-23,114.13,54.41
2031-02-24,107.47,50.52
2031-02-25,120.13,54.22
2031-02-26,117.4,59.44
2031-02-27,125.39,55.0
2031-02-28,124.7,56.24
2031-03-01,125.26,58.55
2031-03-02,104.99,45.54
2031-03-03,102.34,44.46
2031-03-04,111.88,47.62
2031-03-05,122.76,60.67
2031-03-06,127.48,59.15
2031-03-07,131.26,59.14
2031-03-08,121.76,57.97
2031-03-09,122.78,56.5
2031-03-10,117.59,51.75
2031-03-11,119.15,58.01
2031-03-12,123.74,62.89
2031-03-13,123.26,56.2
2031-03-14,126.18,59.19
2031-03-15,127.82,59.04
2031-03-16,124.61,56.63
2031-03-17,115.99,55.45
2031-03-18,116.87,56.04
2031-03-19,122.93,59.74
2031-03-20,127.79,61.7
2031-03-21,132.82,59.36
2031-03-22,125.15,59.97
2031-03-23,126.5,59.97
2031-03-24,116.73,55.5
2031-03-25,126.25,57.29
2031-03-26,127.21,58.18
2031-03-27,125.19,62.06
2031-03-28,131.36,56.44
2031-03-29,124.08,62.14
2031-03-30,116.19,53.02
2031-03-31,112.1,53.31
2031-04-01,114.48,50.1
2031-04-02,128.19,56.09
2031-04-03,129.07,58.53
2031-04-04,126.83,58.59
2031-04-05,126.17,60.48
2031-04-06,122.86,60.16
2031-04-07,119.05,56.36
2031-04-08,121.67,56.02
2031-04-09,129.14,61.64
2031-04-10,127.32,59.01
2031-04-11,136.97,59.73
2031-04-12,130.09,58.47
2031-04-13,126.07,55.96
2031-04-14,119.92,57.79
2031-04-15,120.65,61.09
2031-04-16,128.97,62.81
2031-04-17,132.53,58.31
2031-04-18,127.09,61.46
2031-04-19,132.44,62.89
2031-04-20,125.86,60.22
2031-04-21,117.96,54.88
2031-04-22,121.68,56.24
2031-04-23,132.46,62.5
2031-04-24,133.93,62.25
2031-04-25,132.82,59.75
2031-04-26,134.36,61.66
2031-04-27,128.2,62.13
2031-04-28,123.63,57.83
2031-04-29,127.75,58.02
2031-04-30,130.28,65.61
2031-05-01,134.29,62.99
2031-05-02,129.32,61.84
2031-05-03,131.85,61.89
2031-05-04,130.47,56.01
2031-05-05,146.82,63.19
2031-05-06,145.79,62.65
2031-05-07,154.5,67.5
2031-05-08,138.42,62.08
2031-05-09,135.93,62.53
2031-05-10,133.78,65.32
2031-05-11,131.9,60.61
2031-05-12,130.25,58.55
2031-05-13,130.68,61.2
2031-05-14,137.75,60.04
2031-05-15,143.07,65.34
2031-05-16,137.97,63.35
2031-05-17,131.61,61.26
2031-05-18,129.8,65.56
2031-05-19,123.93,63.12
2031-05-20,133.73,62.07
2031-05-21,134.62,63.47
2031-05-22,138.32,65.6
2031-05-23,138.71,63.51
2031-05-24,142.41,66.25
2031-05-25,132.62,62.78
2031-05-26,123.93,58.34
2031-05-27,131.34,61.86
2031-05-28,137.75,64.91
2031-05-29,143.44,66.35
2031-05-30,140.51,63.82
2031-05-31,140.01,64.86
2031-06-01,137.13,64.74
2031-06-02,127.15,65.07
2031-06-03,136.63,63.72
2031-06-04,143.29,63.34
2031-06-05,142.67,61.68
2031-06-06,140.5,62.31
2031-06-07,143.76,65.54
2031-06-08,134.31,64.94
2031-06-09,134.65,62.47
2031-06-10,132.75,61.55
2031-06-11,141.69,64.81
2031-06-12,142.9,68.78
2031-06-13,141.5,62.95
2031-06-14,147.71,70.9
2031-06-15,136.62,62.73
2031-06-16,133.85,61.6
2031-06-17,135.54,62.99
2031-06-18,142.54,68.57
2031-06-19,145.28,66.14
2031-06-20,142.11,64.77
2031-06-21,144.21,69.8
2031-06-22,141.82,66.87
2031-06-23,133.9,65.96
2031-06-24,139.66,65.25
2031-06-25,146.65,69.05
2031-06-26,142.97,67.71
2031-06-27,142.01,65.5
2031-06-28,144.12,70.91
2031-06-29,142.26,63.48
2031-06-30,134.73,61.55
2031-07-01,138.38,65.02
2031-07-02,143.61,67.34
2031-07-03,139.16,64.51
2031-07-04,140.43,65.28
2031-07-05,139.7,65.13
2031-07-06,136.95,60.57
2031-07-07,131.1,62.23
2031-07-08,130.55,61.98
2031-07-09,140.08,65.01
2031-07-10,144.62,67.59
2031-07-11,137.1,62.34
2031-07-12,136.34,65.52
2031-07-13,130.54,62.86
2031-07-14,126.01,56.93
2031-07-15,130.42,59.34
2031-07-16,138.14,64.31
2031-07-17,140.67,61.05
2031-07-18,138.25,63.4
2031-07-19,143.83,71.32
2031-07-20,138.94,66.09
2031-07-21,135.72,69.44
2031-07-22,128.86,60.93
2031-07-23,135.88,63.04
2031-07-24,130.86,63.34
2031-07-25,135.48,64.04
2031-07-26,129.75,63.77
2031-07-27,128.27,59.37
2031-07-28,122.33,59.73
2031-07-29,128.61,58.34
2031-07-30,132.84,60.29
2031-07-31,130.73,58.81
2031-08-01,126.69,62.14
2031-08-02,127.08,59.11
2031-08-03,120.36,57.04
2031-08-04,120.11,55.73
2031-08-05,120.09,58.37
2031-08-06,122.34,56.34
2031-08-07,125.39,61.96
2031-08-08,129.93,55.38
2031-08-09,127.75,56.79
2031-08-10,122.39,54.51
2031-08-11,115.39,54.79
2031-08-12,119.12,53.03
2031-08-13,125.01,52.17
2031-08-14,122.32,56.58
2031-08-15,120.37,57.3
2031-08-16,123.11,57.42
2031-08-17,114.74,53.08
2031-08-18,113.29,52.68
2031-08-19,120.24,54.41
2031-08-20,114.14,56.0
2031-08-21,121.4,55.55
2031-08-22,119.57,53.32
2031-08-23,118.5,53.48
2031-08-24,113.42,53.18
2031-08-25,109.62,48.34
2031-08-26,105.62,52.6
2031-08-27,119.99,50.92
2031-08-28,119.26,56.22
2031-08-29,118.72,52.91
2031-08-30,112.25,51.66
2031-08-31,114.66,52.56
2031-09-01,105.71,50.31
2031-09-02,110.36,49.82
2031-09-03,115.0,52.12
2031-09-04,114.61,53.41
2031-09-05,118.6,53.75
2031-09-06,111.86,55.02
2031-09-07,107.86,50.89
2031-09-08,101.08,45.78
2031-09-09,107.02,50.65
2031-09-10,116.25,52.96
2031-09-11,113.27,52.49
2031-09-12,116.03,54.76
2031-09-13,109.96,52.95
2031-09-14,107.37,46.74
2031-09-15,104.02,44.56
2031-09-16,105.96,50.25
2031-09-17,113.7,51.12
2031-09-18,112.62,49.63
2031-09-19,111.91,49.79
2031-09-20,116.37,51.72
2031-09-21,107.72,47.28
2031-09-22,104.39,48.4
2031-09-23,105.38,51.17
2031-09-24,115.21,54.13
2031-09-25,110.28,51.93
2031-09-26,118.52,55.67
2031-09-27,121.57,56.23
2031-09-28,114.96,58.48
2031-09-29,102.53,44.94
2031-09-30,101.52,48.7
2031-10-01,107.92,56.96
2031-10-02,118.1,52.68
2031-10-03,113.83,49.6
2031-10-04,109.05,52.72
2031-10-05,104.42,53.24
2031-10-06,98.63,43.4
2031-10-07,104.38,51.25
2031-10-08,109.67,50.79
2031-10-09,110.24,50.77
2031-10-10,106.73,49.32
2031-10-11,106.48,48.23
2031-10-12,106.09,51.69
2031-10-13,98.71,47.52
2031-10-14,100.53,47.43
2031-10-15,109.3,48.8
2031-10-16,112.81,48.64
2031-10-17,107.51,57.81
2031-10-18,106.67,50.52
2031-10-19,107.62,47.21
2031-10-20,104.12,45.8
2031-10-21,97.34,45.86
2031-10-22,109.19,48.0
2031-10-23,113.59,50.53
2031-10-24,109.7,54.68
2031-10-25,111.54,53.51
2031-10-26,101.76,46.33
2031-10-27,105.4,50.86
2031-10-28,105.93,49.85
2031-10-29,115.3,51.59
2031-10-30,131.68,52.32
2031-10-31,131.13,50.08
2031-11-01,130.63,53.46
2031-11-02,106.14,50.83
2031-11-03,105.97,48.7
2031-11-04,104.2,49.85
2031-11-05,120.42,51.43
2031-11-06,121.29,50.73
2031-11-07,118.82,50.39
2031-11-08,114.81,50.31
2031-11-09,110.29,52.86
2031-11-10,110.95,47.98
2031-11-11,113.9,56.02
2031-11-12,118.54,51.3
2031-11-13,120.38,56.26
2031-11-14,121.83,52.77
2031-11-15,119.82,53.82
2031-11-16,117.46,53.92
2031-11-17,110.38,51.41
2031-11-18,111.33,54.94
2031-11-19,128.71,52.97
2031-11-20,124.76,54.56
2031-11-21,122.66,55.46
2031-11-22,128.67,58.01
2031-11-23,116.94,51.2
2031-11-24,112.62,53.7
2031-11-25,121.86,50.31
2031-11-26,125.74,57.53
2031-11-27,123.1,52.68
2031-11-28,128.84,55.71
2031-11-29,131.26,59.26
2031-11-30,119.6,55.86
2031-12-01,117.65,53.28
2031-12-02,117.14,55.77
2031-12-03,129.08,59.71
2031-12-04,130.79,59.4
2031-12-05,131.3,60.83
2031-12-06,127.92,56.57
2031-12-07,126.28,59.27
2031-12-08,119.11,51.84
2031-12-09,124.49,51.14
2031-12-10,135.95,56.64
2031-12-11,133.71,62.59
2031-12-12,127.18,60.48
2031-12-13,136.47,59.15
2031-12-14,132.03,55.25
2031-12-15,122.93,54.28
2031-12-16,127.55,58.59
2031-12-17,135.58,59.04
2031-12-18,133.63,61.01
2031-12-19,134.89,63.82
2031-12-20,136.81,58.61
2031-12-21,130.62,55.1
2031-12-22,119.88,54.14
2031-12-23,127.35,58.84
2031-12-24,138.31,59.66
2031-12-25,139.2,60.44
2031-12-26,141.99,58.39
2031-12-27,139.77,62.11
2031-12-28,129.31,58.67
2031-12-29,124.4,53.57
2031-12-30,131.64,59.42
